,employee_id,last_name,first_name,title,reports_to,birth_date,hire_date,address,city,state,country,postal_code,phone,fax,email,c_customer_id,c_first_name,c_last_name,c_company,c_address,c_city,c_state,c_country,c_postal_code,c_phone,c_fax,c_email,support_rep_id,invoice_id,customer_id,invoice_date,billing_address,billing_city,billing_state,billing_country,billing_postal_code,total,track_id,name,album_id,media_type_id,genre_id,composer,milliseconds,bytes,t_unit_price
253,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,15,Jennifer,Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,3,47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,1527,Dance Enquanto � Tempo,123,1,7,,229093,7583799,0.99
254,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,15,Jennifer,Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,3,47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,1536,Voce Inteira,124,1,16,Jo�o Suplicy,241084,8077282,0.99
255,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,15,Jennifer,Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,3,47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,1545,Enquanto O Dia N�o Vem,124,1,16,Jo�o Suplicy,220891,7248336,0.99
256,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,15,Jennifer,Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,3,47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,1554,Turbo Lover,125,1,3,,335542,11068866,0.99
257,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,15,Jennifer,Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,3,47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,1563,Plaster Caster,126,1,1,Gene Simmons,198060,6528719,0.99
258,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,15,Jennifer,Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,3,47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,1572,Every Time I Look At You,126,1,1,"Paul Stanley, Vincent Cusano",283898,9290948,0.99
259,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,15,Jennifer,Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,3,47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,1581,Dazed And Confused,127,1,1,Jimmy Page/Led Zeppelin,1116734,36052247,0.99
260,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,15,Jennifer,Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,3,47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,1590,Walter's Walk,128,1,1,"Jimmy Page, Robert Plant",270785,8712499,0.99
261,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,15,Jennifer,Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,3,47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,1599,Dancing Days,129,1,1,Jimmy Page/Jimmy Page & Robert Plant/Robert Plant,223216,7250104,0.99
262,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,15,Jennifer,Peterson,Rogers Canada,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,+1 (604) 688-2255,+1 (604) 688-8756,jenniferp@rogers.ca,3,47,15,2009-07-16,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,13.86,1608,All My Love,130,1,1,Robert Plant & John Paul Jones,356284,11684862,0.99
263,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,29,Robert,Brown,,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,+1 (416) 363-8888,,robbrown@shaw.ca,3,48,29,2009-07-24,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,0.99,1622,Your Time Is Gonna Come,132,1,1,Jimmy Page/John Paul Jones,274860,9011653,0.99
264,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,30,Edward,Francis,,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,+1 (613) 234-3322,,edfrancis@yachoo.ca,3,49,30,2009-08-06,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,1.98,1623,Black Mountain Side,132,1,1,Jimmy Page,132702,4440602,0.99
265,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,30,Edward,Francis,,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,+1 (613) 234-3322,,edfrancis@yachoo.ca,3,49,30,2009-08-06,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,1.98,1624,Communication Breakdown,132,1,1,Jimmy Page/John Bonham/John Paul Jones,150230,4899554,0.99
266,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,32,Aaron,Mitchell,,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,+1 (204) 452-6452,,aaronmitchell@yahoo.ca,4,50,32,2009-08-06,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,1.98,1626,How Many More Times,132,1,1,Jimmy Page/John Bonham/John Paul Jones,508055,16541364,0.99
267,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,32,Aaron,Mitchell,,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,+1 (204) 452-6452,,aaronmitchell@yahoo.ca,4,50,32,2009-08-06,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,1.98,1628,What Is And What Should Never Be,133,1,1,"Jimmy Page, Robert Plant",287973,9369385,0.99
268,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,34,Jo�o,Fernandes,,Rua da Assun��o 53,Lisbon,,Portugal,,+351 (213) 466-111,,jfernandes@yahoo.pt,4,51,34,2009-08-07,Rua da Assun��o 53,Lisbon,,Portugal,,3.96,1630,Thank You,133,1,1,"Jimmy Page, Robert Plant",287791,9337392,0.99
269,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,34,Jo�o,Fernandes,,Rua da Assun��o 53,Lisbon,,Portugal,,+351 (213) 466-111,,jfernandes@yahoo.pt,4,51,34,2009-08-07,Rua da Assun��o 53,Lisbon,,Portugal,,3.96,1632,Living Loving Maid (She's Just A Woman),133,1,1,"Jimmy Page, Robert Plant",159216,5219819,0.99
270,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,34,Jo�o,Fernandes,,Rua da Assun��o 53,Lisbon,,Portugal,,+351 (213) 466-111,,jfernandes@yahoo.pt,4,51,34,2009-08-07,Rua da Assun��o 53,Lisbon,,Portugal,,3.96,1634,Moby Dick,133,1,1,"John Bonham, John Paul Jones, Jimmy Page",260728,8664210,0.99
271,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,34,Jo�o,Fernandes,,Rua da Assun��o 53,Lisbon,,Portugal,,+351 (213) 466-111,,jfernandes@yahoo.pt,4,51,34,2009-08-07,Rua da Assun��o 53,Lisbon,,Portugal,,3.96,1636,Immigrant Song,134,1,1,"Jimmy Page, Robert Plant",144875,4786461,0.99
272,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,38,Niklas,Schr�der,,Barbarossastra�e 19,Berlin,,Germany,10779,+49 030 2141444,,nschroder@surfeu.de,3,52,38,2009-08-08,Barbarossastra�e 19,Berlin,,Germany,10779,5.94,1640,Out On The Tiles,134,1,1,"Jimmy Page, Robert Plant, John Bonham",246047,8060350,0.99
273,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,38,Niklas,Schr�der,,Barbarossastra�e 19,Berlin,,Germany,10779,+49 030 2141444,,nschroder@surfeu.de,3,52,38,2009-08-08,Barbarossastra�e 19,Berlin,,Germany,10779,5.94,1644,Bron-Y-Aur Stomp,134,1,1,"Jimmy Page, Robert Plant, John Paul Jones",259500,8674508,0.99
274,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,38,Niklas,Schr�der,,Barbarossastra�e 19,Berlin,,Germany,10779,+49 030 2141444,,nschroder@surfeu.de,3,52,38,2009-08-08,Barbarossastra�e 19,Berlin,,Germany,10779,5.94,1648,Down By The Seaside,135,1,1,Robert Plant,316186,10371282,0.99
275,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,38,Niklas,Schr�der,,Barbarossastra�e 19,Berlin,,Germany,10779,+49 030 2141444,,nschroder@surfeu.de,3,52,38,2009-08-08,Barbarossastra�e 19,Berlin,,Germany,10779,5.94,1652,Boogie With Stu,135,1,1,Ian Stewart/John Bonham/John Paul Jones/Mrs. Valens/Robert Plant,233273,7657086,0.99
276,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,38,Niklas,Schr�der,,Barbarossastra�e 19,Berlin,,Germany,10779,+49 030 2141444,,nschroder@surfeu.de,3,52,38,2009-08-08,Barbarossastra�e 19,Berlin,,Germany,10779,5.94,1656,For Your Life,136,1,1,Jimmy Page/Robert Plant,384391,12633382,0.99
277,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,38,Niklas,Schr�der,,Barbarossastra�e 19,Berlin,,Germany,10779,+49 030 2141444,,nschroder@surfeu.de,3,52,38,2009-08-08,Barbarossastra�e 19,Berlin,,Germany,10779,5.94,1660,Hots On For Nowhere,136,1,1,Jimmy Page/Robert Plant,284107,9342342,0.99
278,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,44,Terhi,H�m�l�inen,,Porthaninkatu 9,Helsinki,,Finland,00530,+358 09 870 2000,,terhi.hamalainen@apple.fi,3,53,44,2009-08-11,Porthaninkatu 9,Helsinki,,Finland,00530,8.91,1666,Dazed And Confused,137,1,1,Jimmy Page,1612329,52490554,0.99
279,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,44,Terhi,H�m�l�inen,,Porthaninkatu 9,Helsinki,,Finland,00530,+358 09 870 2000,,terhi.hamalainen@apple.fi,3,53,44,2009-08-11,Porthaninkatu 9,Helsinki,,Finland,00530,8.91,1672,L'Avventura,139,1,7,Renato Russo,278256,9165769,0.99
280,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,44,Terhi,H�m�l�inen,,Porthaninkatu 9,Helsinki,,Finland,00530,+358 09 870 2000,,terhi.hamalainen@apple.fi,3,53,44,2009-08-11,Porthaninkatu 9,Helsinki,,Finland,00530,8.91,1678,Soul Parsifal,139,1,7,Renato Russo - Marisa Monte,295053,9853589,0.99
281,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,44,Terhi,H�m�l�inen,,Porthaninkatu 9,Helsinki,,Finland,00530,+358 09 870 2000,,terhi.hamalainen@apple.fi,3,53,44,2009-08-11,Porthaninkatu 9,Helsinki,,Finland,00530,8.91,1684,Quando Voc� Voltar,139,1,7,Renato Russo,173897,5781046,0.99
282,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,44,Terhi,H�m�l�inen,,Porthaninkatu 9,Helsinki,,Finland,00530,+358 09 870 2000,,terhi.hamalainen@apple.fi,3,53,44,2009-08-11,Porthaninkatu 9,Helsinki,,Finland,00530,8.91,1690,Tempo Perdido,140,1,7,Renato Russo,302158,9963914,0.99
283,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,44,Terhi,H�m�l�inen,,Porthaninkatu 9,Helsinki,,Finland,00530,+358 09 870 2000,,terhi.hamalainen@apple.fi,3,53,44,2009-08-11,Porthaninkatu 9,Helsinki,,Finland,00530,8.91,1696,Meninos E Meninas,140,1,7,Dado Villa-Lobos/Marcelo Bonf�,203781,6667802,0.99
284,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,44,Terhi,H�m�l�inen,,Porthaninkatu 9,Helsinki,,Finland,00530,+358 09 870 2000,,terhi.hamalainen@apple.fi,3,53,44,2009-08-11,Porthaninkatu 9,Helsinki,,Finland,00530,8.91,1702,Are You Gonna Go My Way,141,1,1,Craig Ross/Lenny Kravitz,211591,6905135,0.99
285,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,44,Terhi,H�m�l�inen,,Porthaninkatu 9,Helsinki,,Finland,00530,+358 09 870 2000,,terhi.hamalainen@apple.fi,3,53,44,2009-08-11,Porthaninkatu 9,Helsinki,,Finland,00530,8.91,1708,Mr. Cab Driver,141,1,1,Lenny Kravitz,230321,7668084,0.99
286,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,44,Terhi,H�m�l�inen,,Porthaninkatu 9,Helsinki,,Finland,00530,+358 09 870 2000,,terhi.hamalainen@apple.fi,3,53,44,2009-08-11,Porthaninkatu 9,Helsinki,,Finland,00530,8.91,1714,Believe,141,1,1,Henry Hirsch/Lenny Kravitz,295131,9661978,0.99
287,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1723,Condi��o,142,1,7,,263549,8778465,0.99
288,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1732,Aquilo,143,1,7,,246073,8167819,0.99
289,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1741,Assaltaram A Gram�tica,143,1,7,,261041,8698959,0.99
290,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1750,Waterhole (Expresso Bongo),144,1,1,"Kelly, Mosley, Rothery, Trewaves",133093,4378835,0.99
291,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1759,Tempos Modernos,145,1,7,Lulu Santos,183066,6066234,0.99
292,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1768,Dan�a Da Solid�o,145,1,7,Caetano Veloso e Gilberto Gil,203520,6699368,0.99
293,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1777,When I Had Your Love,146,1,14,"Robert Rogers/Warren ""Pete"" Moore/William ""Mickey"" Stevenson",152424,4972815,0.99
294,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1786,Save The Children,146,1,14,Al Cleveland/Marvin Gaye/Renaldo Benson,194821,6342021,0.99
295,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1795,Down by the Sea,147,1,1,,408163,13314900,0.99
296,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1804,The Unforgiven,148,1,3,"James Hetfield, Lars Ulrich and Kirk Hammett",387082,12646886,0.99
297,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1813,Helpless,149,1,3,Harris/Tatler,398315,12977902,0.99
298,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1822,Stone Cold Crazy,149,1,3,Deacon/May/Mercury/Taylor,137717,4514830,0.99
299,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1831,Motorbreath,150,1,3,James Hetfield,188395,6153933,0.99
300,3,Peacock,Jane,Sales Support Agent,2,1973-08-29,2002-04-01,1111 6 Ave SW,Calgary,AB,Canada,T2P 5M5,+1 (403) 262-3443,+1 (403) 262-6712,jane@chinookcorp.com,53,Phil,Hughes,,113 Lupus St,London,,United Kingdom,SW1V 3EN,+44 020 7976 5722,,phil.hughes@gmail.com,3,54,53,2009-08-16,113 Lupus St,London,,United Kingdom,SW1V 3EN,13.86,1840,2 X 4,151,1,3,"James Hetfield, Lars Ulrich, Kirk Hammett",328254,10732251,0.99
301,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,8,Daan,Peeters,,Gr�trystraat 63,Brussels,,Belgium,1000,+32 02 219 03 03,,daan_peeters@apple.be,4,55,8,2009-08-24,Gr�trystraat 63,Brussels,,Belgium,1000,0.99,1854,Master Of Puppets,152,1,3,K.Hammett,515239,16893720,0.99
302,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,9,Kara,Nielsen,,S�nder Boulevard 51,Copenhagen,,Denmark,1720,+453 3331 9991,,kara.nielsen@jubii.dk,4,56,9,2009-09-06,S�nder Boulevard 51,Copenhagen,,Denmark,1720,1.98,1855,The Thing That Should Not Be,152,1,3,K.Hammett,396199,12952368,0.99
303,4,Park,Margaret,Sales Support Agent,2,1947-09-19,2003-05-03,683 10 Street SW,Calgary,AB,Canada,T2P 5G3,+1 (403) 263-4423,+1 (403) 263-4289,margaret@chinookcorp.com,9,Kara,Nielsen,,S�nder Boulevard 51,Copenhagen,,Denmark,1720,+453 3331 9991,,kara.nielsen@jubii.dk,4,56,9,2009-09-06,S�nder Boulevard 51,Copenhagen,,Denmark,1720,1.98,1856,Welcome Home (Sanitarium),152,1,3,K.Hammett,387186,12679965,0.99
304,5,Johnson,Steve,Sales Support Agent,2,1965-03-03,2003-10-17,7727B 41 Ave,Calgary,AB,Canada,T3B 1Y7,1 (780) 836-9987,1 (780) 836-9543,steve@chinookcorp.com,11,Alexandre,Rocha,Banco do Brasil S.A.,"Av. Paulista, 2022",S�o Paulo,SP,Brazil,01310-200,+55 (11) 3055-3278,+55 (11) 3055-8131,alero@uol.com.br,5,57,11,2009-09-06,"Av. Paulista, 2022",S�o Paulo,SP,Brazil,01310-200,1.98,1858,Leper Messiah,152,1,3,C.Burton,347428,11310434,0.99
